"('rif', 1173)"
"('escolca', 20)"
"('ninghedistrict', 20)"
"('michaelscott', 20)"
"('mandas', 20)"
"('orroli', 20)"
"('ortacesus', 20)"
"('sadalisardinia', 20)"
"('santandreafrius', 20)"
"('siliquasardinia', 20)"
"('mchlorophenylpiperazine', 20)"
"('aak', 20)"
"('gibasardinia', 20)"
"('narcao', 20)"
"('lasplassas', 20)"
"('sangavinomonreale', 20)"
"('streetfighter', 20)"
"('pauline', 20)"
"('eden', 20)"
"('aellimassol', 20)"
"('reunion', 20)"
"('desulo', 20)"
"('gadoni', 20)"
"('gavoi', 20)"
"('ecologicaldemocraticparty', 20)"
"('crazy', 20)"
"('oliena', 20)"
"('onifai', 20)"
"('silanussardinia', 20)"
"('siniscola', 20)"
"('fonni', 20)"
"('chelseamanning', 20)"
"('olive', 20)"
"('mountwashington', 20)"
"('happyvalley', 20)"
"('shimizu', 20)"
"('truegrit', 20)"
"('maximeleforestier', 20)"
"('idukkidistrict', 20)"
"('always', 20)"
"('testament', 20)"
"('fernandoarrabal', 20)"
"('colias', 20)"
"('jackstraw', 20)"
"('alaingiresse', 20)"
"('andreigrechko', 20)"
"('jeanbaptistedelasalle', 20)"
"('nikolaikondratiev', 20)"
"('jeffreyarcher', 20)"
"('emmanuelleroyladurie', 20)"
"('poro', 20)"
"('nigelfarage', 20)"
"('passenger', 20)"
"('size', 20)"
"('altenbekenstation', 20)"
"('georgegreen', 20)"
"('timwinton', 20)"
"('iizuka', 20)"
"('yachiyo', 20)"
"('languageplanning', 20)"
"('marketplace', 20)"
"('oswaldmosley', 20)"
"('fredpeartbaronpeart', 20)"
"('herbertmorrison', 20)"
"('stephansplatz', 20)"
"('giovannicavalli', 20)"
"('farhadkhosrokhavar', 20)"
"('robertmartin', 20)"
"('millerntorstadion', 20)"
"('stateofgrace', 20)"
"('dimensioning', 20)"
"('cardedu', 20)"
"('loceri', 20)"
"('aggius', 20)"
"('budoni', 20)"
"('golfoaranci', 20)"
"('montisardinia', 20)"
"('santateresagallura', 20)"
"('michaelgray', 20)"
"('wojciechkonstantybreza', 20)"
"('crowdfunding', 20)"
"('invasion', 20)"
"('generationx', 20)"
"('stephencurry', 20)"
"('confessions', 20)"
"('ninelives', 20)"
"('luigitorelli', 20)"
"('matlock', 20)"
"('mayfield', 20)"
"('jamestaylor', 20)"
"('garysmith', 20)"
"('grotekerk', 20)"
"('williamramsay', 20)"
"('kirillhoroshenkov', 20)"
"('imitationoflife', 20)"
"('johnrankin', 20)"
"('nuccioordine', 20)"
"('therookie', 20)"
"('dihydrocodeine', 20)"
"('ikaruga', 20)"
"('yii', 20)"
"('erikgustafgeijer', 20)"
"('romanasardinia', 20)"
"('afio', 20)"
"('kdesystemguard', 20)"
"('gerardosofovich', 20)"
"('fordongianus', 20)"
"('kusatsu', 20)"
"('paulilatino', 20)"
"('sanveromilis', 20)"
"('seneghe', 20)"
"('siamaggiore', 20)"
"('siapiccia', 20)"
"('sirissardinia', 20)"
"('terralba', 20)"
"('prado', 20)"
"('outoftheblue', 20)"
"('burgossardinia', 20)"
"('ittiri', 20)"
"('nule', 20)"
"('tergu', 20)"
"('eclipticpole', 20)"
"('shunyidistrict', 20)"
"('tongzhoudistrictbeijing', 20)"
"('manslaughter', 20)"
"('dyson', 20)"
"('nightandday', 20)"
"('phenethylamine', 20)"
"('oxycodone', 20)"
"('fentanyl', 20)"
"('formononetin', 20)"
"('amantadine', 20)"
"('aspartameacesulfame', 20)"
"('ajmerdistrict', 20)"
"('janmatejkoacademyoffineartsinkrakow', 20)"
"('dinoseb', 20)"
"('fenoxycarb', 20)"
"('applause', 20)"
"('sodiumerythorbate', 20)"
"('midtown', 20)"
"('perfluorooctanoicacid', 20)"
"('fisetin', 20)"
"('carbendazim', 20)"
"('oxacillin', 20)"
"('calciumlactate', 20)"
"('acetochlor', 20)"
"('sangiorgio', 20)"
"('penciclovir', 20)"
"('trehalose', 20)"
"('didanosine', 20)"
"('isoniazid', 20)"
"('trimipramine', 20)"
"('dimethylphthalate', 20)"
"('duasigrejas', 20)"
"('renqiu', 20)"
"('egronlundgren', 20)"
"('ramanagaradistrict', 20)"
"('alexandra', 20)"
"('apollonlimassol', 20)"
"('ilmatrimoniosegreto', 20)"
"('phenomenon', 20)"
"('melaniatrump', 20)"
"('angelamorley', 20)"
"('katharinegraham', 20)"
"('kennyloggins', 20)"
"('hurricanealberto', 20)"
"('greencard', 20)"
"('erikivarfredholm', 20)"
"('lemonysnicket', 20)"
"('taylorwane', 20)"
"('leonardorban', 20)"
"('quentinskinner', 20)"
"('buffysaintemarie', 20)"
"('kashima', 20)"
"('thewholetruth', 20)"
"('raimundos', 20)"
"('boryspilinternationalairport', 20)"
"('meetyourmakers', 20)"
"('hanoversbahn', 20)"
"('parkyoochun', 20)"
"('secret', 20)"
"('yalovaprovince', 20)"
"('olympusguardian', 20)"
"('levele', 20)"
"('jameshetfield', 20)"
"('pointblank', 20)"
"('songjoongki', 20)"
"('willibaldschmaus', 20)"
"('longcounty', 20)"
"('governmenthouse', 20)"
"('castleinthesky', 20)"
"('skaramunicipality', 20)"
"('kirunamunicipality', 20)"
"('lerummunicipality', 20)"
"('halmstadmunicipality', 20)"
"('stockholmmunicipality', 20)"
"('kristinehamnmunicipality', 20)"
"('tanummunicipality', 20)"
"('stenungsundmunicipality', 20)"
"('hmssheffield', 20)"
"('cantharidae', 20)"
"('morgantownship', 20)"
"('askarmamin', 20)"
"('thischristmas', 20)"
"('showgirls', 20)"
"('angelikaneuwirth', 20)"
"('husaynbayqarah', 20)"
"('margaretgarner', 20)"
"('tigranhamasyan', 20)"
"('martinguerre', 20)"
"('charge', 20)"
"('jimmurray', 20)"
"('moita', 20)"
"('calamari', 20)"
"('beerfelden', 20)"
"('jamesgreen', 20)"
"('norwoodrussellhanson', 20)"
"('limelight', 20)"
"('parchimerallee', 20)"
"('uttarakannadadistrict', 20)"
"('neoottomanism', 20)"
"('glamorous', 20)"
"('kotiteollisuus', 20)"
"('thelovebirds', 20)"
"('pierremichelot', 20)"
"('friskaskerishockey', 20)"
"('thecaterpillar', 20)"
"('antoniusaemilius', 20)"
"('vrijeuniversiteitbrussel', 20)"
"('sheopurdistrict', 20)"
"('inglewood', 20)"
"('badtrip', 20)"
"('pietropaleocapa', 20)"
"('christiankellens', 20)"
"('christofschuler', 20)"
"('giovannimarinelli', 20)"
"('christandthewomantakeninadultery', 20)"
"('borntokill', 20)"
"('antoniomauriziozumaglini', 20)"
"('gruuthusemuseum', 20)"
"('oescus', 20)"
"('gregsmith', 20)"
"('giovanniandreagregorini', 20)"
"('mongolianrugbyfootballunion', 20)"
"('crownofthorns', 20)"
"('larryrsquire', 20)"
"('evergrey', 20)"
"('andyhui', 20)"
"('jaipurdistrict', 20)"
"('correodelorinoco', 20)"
"('ussdace', 20)"
"('minamitorishimaairport', 20)"
"('gorakhpurdistrict', 20)"
"('meiwa', 20)"
"('districtofturkey', 20)"
"('inami', 20)"
"('daisyandviolethilton', 20)"
"('germanfamilyname', 20)"
"('arechicastle', 20)"
"('sanfrancesco', 20)"
"('saintgeorgeandthedragon', 20)"
"('bluecollarworker', 20)"
"('derkuhhandel', 20)"
"('dermistral', 20)"
"('kaneyama', 20)"
"('deutschermusikrat', 20)"
"('holdme', 20)"
"('ianwilson', 20)"
"('pedronisart', 20)"
"('noorddijk', 20)"
"('loveanddeath', 20)"
"('dinmukhamedkonayev', 20)"
"('rathaus', 20)"
"('louisgrodecki', 20)"
"('musicplayerdaemon', 20)"
"('duxelles', 20)"
"('goiswintha', 20)"
"('sportintheunitedkingdom', 20)"
"('tumkurdistrict', 20)"
"('thescoundrel', 20)"
"('londonstationgroup', 20)"
"('smartwingsslovakia', 20)"
"('gregory', 20)"
"('guillaumefaye', 20)"
"('moradabaddistrict', 20)"
"('ajigasawa', 20)"
"('jaunpurdistrict', 20)"
"('ernakulamdistrict', 20)"
"('unitedsoccerleague', 20)"
"('zygmuntstojowski', 20)"
"('gunnarandersson', 20)"
"('josuurrutikoetxea', 20)"
"('derricknormanlehmer', 20)"
"('maomettoii', 20)"
"('luizhenriquedasilvabrito', 20)"
"('mantisbugtracker', 20)"
"('henricuspontanus', 20)"
"('jimmymurphy', 20)"
"('alexandriauniversity', 20)"
"('thepiratequeen', 20)"
"('raichurdistrict', 20)"
"('swoon', 20)"
"('rideofthevalkyries', 20)"
"('udupidistrict', 20)"
"('pigeonriver', 20)"
"('madonnaandchildwithapomegranate', 20)"
"('geislingersteige', 20)"
"('inheritthewind', 20)"
"('georgemorrison', 20)"
"('knudbaade', 20)"
"('giovannifederico', 20)"
"('hancong', 20)"
"('joeegan', 20)"
"('friendlypersuasion', 20)"
"('johnschildren', 20)"
"('osmanabaddistrict', 20)"
"('iknow', 20)"
"('ianstaffordrossmunro', 20)"
"('lesterjohnson', 20)"
"('ihorsmeshko', 20)"
"('spooky', 20)"
"('jacobvanhall', 20)"
"('klauswessel', 20)"
"('johannconradbarchusen', 20)"
"('judahiii', 20)"
"('turkishislamicsynthesis', 20)"
"('kingofthejungle', 20)"
"('heriveltomartins', 20)"
"('lakhimpurkheridistrict', 20)"
"('peterhoffmann', 20)"
"('ratnagiridistrict', 20)"
"('olepaus', 20)"
"('hardoidistrict', 20)"
"('gandhinagardistrict', 20)"
"('granjademoreruela', 20)"
"('maxkeeblesbigmove', 20)"
"('leandroeleonardo', 20)"
"('gretchen', 20)"
"('parbhanidistrict', 20)"
"('almoradistrict', 20)"
"('ancaisteal', 20)"
"('faizabaddistrict', 20)"
"('rajkotdistrict', 20)"
"('gurugramdistrict', 20)"
"('mainpuridistrict', 20)"
"('loveatfirstbite', 20)"
"('kushinagardistrict', 20)"
"('widows', 20)"
"('santamargaridavolcano', 20)"
"('slotlaan', 20)"
"('mandsaurdistrict', 20)"
"('malcolmlongair', 20)"
"('farrukhabaddistrict', 20)"
"('warande', 20)"
"('meinleben', 20)"
"('lehdistrict', 20)"
"('show', 20)"
"('era', 20)"
"('valsaddistrict', 20)"
"('aizawldistrict', 20)"
"('jammudistrict', 20)"
"('laturdistrict', 20)"
"('motezuma', 20)"
"('mountains', 20)"
"('onzelievevrouwhemelvaartkerk', 20)"
"('nicosemsrott', 20)"
"('ivankazanets', 20)"
"('nikiforkalchenko', 20)"
"('brancaccichapel', 20)"
"('themadmagician', 20)"
"('pavillondeparis', 20)"
"('suleymanrustam', 20)"
"('sportindenmark', 20)"
"('kandhamaldistrict', 20)"
"('lawngtlaidistrict', 20)"
"('bankuradistrict', 20)"
"('propachlor', 20)"
"('carlosargemirocamargo', 20)"
"('naren', 20)"
"('uncinulalongisporavarminor', 20)"
"('uploadwizard', 20)"
"('honmokujunction', 20)"
"('dendranthemalavandulifoliumvartomentellum', 20)"
"('ligulariasibiricavararaneosa', 20)"
"('brassicajunceavargracilis', 20)"
"('sthelastpoliceman', 20)"
"('laurisilvaofmadeira', 20)"
"('adenasprings', 20)"
"('sunshinefarm', 20)"
"('bansteadmanorstud', 20)"
"('sportinluxembourg', 20)"
"('yuzurusera', 20)"
"('naokiyasuda', 20)"
"('kazuakikobayashi', 20)"
"('hirokunikorekata', 20)"
"('susumukimura', 20)"
"('elmforestinspring', 20)"
"('harvestingwomen', 20)"
"('thedeathofthebohemian', 20)"
"('theresearchers', 20)"
"('twowomeninthegarden', 20)"
"('huberthurkacz', 20)"
"('ambachtsstraat', 20)"
"('albertcuypstraat', 20)"
"('joaquimmariaquintinoaires', 20)"
"('bereklauw', 20)"
"('zaanstraat', 20)"
"('betjewolffstraat', 20)"
"('beukenhof', 20)"
"('zeeweg', 20)"
"('boeier', 20)"
"('broekdijk', 20)"
"('portraitofayounggirl', 20)"
"('drschaepmanstraat', 20)"
"('dijkweg', 20)"
"('elzenhof', 20)"
"('ablieferungdesbeichtzettels', 20)"
"('abnormekinder', 20)"
"('aetzenmitzweierleimetall', 20)"
"('alexandervonhumboldtsgesammeltewerke', 20)"
"('allerleigoldwagen', 20)"
"('alpenfreunden', 20)"
"('altdeutschestanzlied', 20)"
"('altesundneues', 20)"
"('amfeinde', 20)"
"('amkreuzwege', 20)"
"('amleuchtthurm', 20)"
"('amreichenbach', 20)"
"('amerikanischeerbschaft', 20)"
"('amerikanischeweine', 20)"
"('andenantipodeninoregon', 20)"
"('anderjahreswende', 20)"
"('andiedeutschen', 20)"
"('arabischeschuleinalgier', 20)"
"('astronomischesproblem', 20)"
"('aucheinsiegesfest', 20)"
"('aucheineeisenbahnfrage', 20)"
"('aufderredoute', 20)"
"('aufderwanderschaft', 20)"
"('aufeinereformunserervolksfeste', 20)"
"('aufvielfachenwunsch', 20)"
"('aufforderung', 20)"
"('ausbosnien', 20)"
"('ausostfrieslandshochmooren', 20)"
"('ausstudienmappendeutschermeister', 20)"
"('ausalterzeit', 20)"
"('ausdemrechtslebeneineskleinstaates', 20)"
"('ausdemsennerlebenderherzegovina', 20)"
"('ausdentagendesletztenritters', 20)"
"('ausdentirolerfreiheitskriegen', 20)"
"('ausderreichshauptstadt', 20)"
"('ausderwendei', 20)"
"('ausdernordamerikanischenvogelwelt', 20)"
"('auseineraltdeutschenstadt', 20)"
"('aushessischerzeit', 20)"
"('ausmeinentheatererinnerungen', 20)"
"('badischeslehrerinnenheiminlichtenthalbeibadenbaden', 20)"
"('ballschuhtasche', 20)"
"('barometerblumen', 20)"
"('bauernvereine', 20)"
"('beethoveninderklemme', 20)"
"('beethovenreliquien', 20)"
"('beidemdampfhammer', 20)"
"('beitragzumvolksaberglauben', 20)"
"('besseralsihrruf', 20)"
"('betrachtungenzurdeutschenkegelei', 20)"
"('billigefutterstoffe', 20)"
"('binnenzehntagen', 20)"
"('bleichethierarten', 20)"
"('blumenluxus', 20)"
"('blumenstickereien', 20)"
"('blumenzuchtimzimmer', 20)"
"('blutvergiftungdurchfarben', 20)"
"('brausejahre', 20)"
"('brautleuteimsachsenlande', 20)"
"('bravedeutsche', 20)"
"('ambrunnen', 20)"
"('aufewigvereint', 20)"
"('brennenderfrost', 20)"
"('brieftruhe', 20)"
"('carnevalaufdemlande', 20)"
"('chineseninsteyer', 20)"
"('christabend', 20)"
"('conservirteeier', 20)"
"('dalmatinischemarkttasche', 20)"
"('damespielaufgabe', 20)"
"('dampferfahrten', 20)"
"('dankundneuebitte', 20)"
"('dankzusagen', 20)"
"('dasaalgift', 20)"
"('dasaquariumindervolksschule', 20)"
"('dasaugeunddasmienenspiel', 20)"
"('daschloroformierenderpflanzen', 20)"
"('daseichendorfdenkmal', 20)"
"('dasfeierabendhausdeutscherlehrerinnenunderzieherinneninsteglitz', 20)"
"('dasfestderheiligenrosalieinpalermo', 20)"
"('dasheildermenschheit', 20)"
"('dasidealeineskochtopfs', 20)"
"('dasjudasverbrenneninportugal', 20)"
"('daskollergustavadolfs', 20)"
"('dasopfereinerepidemie', 20)"
"('dasscherfleinderkinderlosen', 20)"
"('dasschmerzenskindderbreslauer', 20)"
"('dasschulzedelitzschalbum', 20)"
"('dasschwanrupfeninschildhorn', 20)"
"('dastestamenteinerzwergin', 20)"
"('dasdeutschegurkenland', 20)"
"('dasdeutschevolkslied', 20)"
"('dasdrittedeutschereichswaisenhauszuschwabach', 20)"
"('daselektrischelichtimdienstederphotographie', 20)"
"('dasersteschillerdenkmalintirol', 20)"
"('dasewigelicht', 20)"
"('dasgespenstigesteinwerfen', 20)"
"('dasletzteautodafe', 20)"
"('aspinallsenamel', 20)"
"('bilderatlaszurdeutschenlitteraturgeschichte', 20)"
"('dasamerikanischesturmsignalcorps', 20)"
"('dasbrennenderepileptischen', 20)"
"('dasneuedeutschemarinelazarethinyokohama', 20)"
"('dassingendebuch', 20)"
"('demunterganggeweiht', 20)"
"('derathmungsstuhl', 20)"
"('derbeitragzumvolksaberglauben', 20)"
"('derberlineromnibus', 20)"
"('derbracoon', 20)"
"('derdichterundderwahnsinn', 20)"
"('derfelsdermutter', 20)"
"('derfinkalshausfreund', 20)"
"('dergesichtssinneineshypnotisirten', 20)"
"('derguanoundseinefundorte', 20)"
"('derherroberstabsarzt', 20)"
"('derhiobvonunterach', 20)"
"('derinvalidendank', 20)"
"('derkampfgegendastrinkgeld', 20)"
"('derkampfmitdemwilderer', 20)"
"('derkranz', 20)"
"('derlohneineserfinders', 20)"
"('derluftdracheimdienstederwetterkunde', 20)"
"('derlutherkopfzuworms', 20)"
"('fuut', 20)"
"('gagelstraat', 20)"
"('derniagaraimdienstderindustrie', 20)"
"('derreizderkorrespondenz', 20)"
"('derrosengartenvonagstein', 20)"
"('derschuhplattler', 20)"
"('derschutzpatron', 20)"
"('dersilhouettenschneider', 20)"
"('dersomnambulistenundspiritistenschwindel', 20)"
"('derstolzderfamilie', 20)"
"('derstorchalslastthier', 20)"
"('dertexanischeochse', 20)"
"('dertrompetervonmarslatour', 20)"
"('dervampirschreckenimneunzehntenjahrhundert', 20)"
"('derwalzer', 20)"
"('derwildheuer', 20)"
"('derzoologe', 20)"
"('deraltewilderer', 20)"
"('deramerikanischereporter', 20)"
"('derangeblichletzteschillianer', 20)"
"('derdeutscheschillerpreis', 20)"
"('derdeutschenburschenschaftdenkmalfestinjena', 20)"
"('dererstegangindenkindergarten', 20)"
"('derfalschefang', 20)"
"('derimnetzegefangenenachhall', 20)"
"('derkaltetrunk', 20)"
"('derkriechendengummibaum', 20)"
"('derletztepiratenzugderkorsarenvontunis', 20)"
"('derneueromanvonemarlitt', 20)"
"('derschreibendetelegraph', 20)"
"('derseltsamebeweis', 20)"
"('dertheurewein', 20)"
"('derzweitedeutschestenographentag', 20)"
"('deskaiserslector', 20)"
"('destigersbeute', 20)"
"('deutschehausindustrie', 20)"
"('deutschlandsersterkriegshafen', 20)"
"('dieabschaffungderzweitenklasseinengland', 20)"
"('dieamazonenvondahome', 20)"
"('diebirkeaufdemkirchthurminaerzen', 20)"
"('diedeutscheninkorea', 20)"
"('diedeutscheninvalparaiso', 20)"
"('diedisciplinarstrafenaufdernordamerikanischenmarine', 20)"
"('dieeisenbahnimdienstederwohlfahrt', 20)"
"('dieerregerdeswundstarrkrampfesinunserenwohnungen', 20)"
"('unbekannt', 20)"
"('diefalknerin', 20)"
"('diefolgendesattentats', 20)"
"('diefortpflanzungdesaales', 20)"
"('diegoethegesellschaftinweimar', 20)"
"('dieheldenvonplewna', 20)"
"('diehochwasser', 20)"
"('dieillustrationendiesernummer', 20)"
"('diejagdendeskaisers', 20)"
"('diejungfernrededesdeutschenkronprinzen', 20)"
"('diekraftdeseises', 20)"
"('diekunstimhause', 20)"
"('diekunstinderindustrie', 20)"
"('dielandkokette', 20)"
"('dielinde', 20)"
"('dienothderweber', 20)"
"('dienothintirol', 20)"
"('diepfirsichculturinnordamerika', 20)"
"('diepostsparcassen', 20)"
"('dieraupenfeindederinsectenwelt', 20)"
"('diereihedermozartgedenktage', 20)"
"('dierevolutioninbrasilien', 20)"
"('dieschmarotzerdesitalienischenlotto', 20)"
"('dieschreckenstageindentiroleralpen', 20)"
"('dieschreckmitteleineristrianischennatter', 20)"
"('dieschriftzeichen', 20)"
"('dieschutzimpfunggegenhundswuth', 20)"
"('diesonnwendfeieranderoberendonau', 20)"
"('dietekkefrau', 20)"
"('dietodteninsel', 20)"
"('dietramps', 20)"
"('dieverarbeitungderkohlenimruhrgebiet', 20)"
"('dieverbreitungswegedesmilzbrandcontagiums', 20)"
"('dievernunftintheilegeteilt', 20)"
"('dievolkswirtschaftslehre', 20)"
"('diewallfahrtzubirkenstein', 20)"
"('derfliegendefuchs', 20)"
"('dervereindeutscherlehrerinneninengland', 20)"
"('dieaugenderfrauen', 20)"
"('dieheizungeinerganzenstadtvoneinercentralstelleaus', 20)"
"('diemaffiaaufsicilien', 20)"
"('dieweibervonschorndorf', 20)"
"('dieweimarischenfesttage', 20)"
"('diezeichnerundberichterstatteraufdemkriegsschauplatze', 20)"
"('diezigeunerameibsee', 20)"
"('diezimmerpflanzenimfebruar', 20)"
"('diezimmerpflanzenimjanuar', 20)"
"('diezukunftderdeutschenrechtschreibung', 20)"
"('dieamerikanischeoffiziersfarm', 20)"
"('diebeidenbennigsen', 20)"
"('diegeschichtlichenheldendeutscherdichter', 20)"
"('dieillustriertemarlittausgabe', 20)"
"('dieinhaltsschwerenworte', 20)"
"('diejetzigenherrscherinnenaegyptens', 20)"
"('diekleinstepolitischegemeindedesreiches', 20)"
"('diekrankelehrersgattin', 20)"
"('dieletztengarben', 20)"
"('diemusikalischeninsectenundihreinstrumente', 20)"
"('dieneuethermalquelleinbadoeynhausen', 20)"
"('dieneueweltsprache', 20)"
"('dierechtlichestellungderfrauen', 20)"
"('dieschwarzencabinete', 20)"
"('diesibirischeforschungsreisedesbremerpolarvereins', 20)"
"('dieverrufenstenspinneneuropas', 20)"
"('dievlamischebewegung', 20)"
"('diewiedererstandenebastille', 20)"
"('doppelempfindung', 20)"
"('drairysnaturheilmethode', 20)"
"('drlganghofer', 20)"
"('edelhirsche', 20)"
"('eigelberstarrenzulassen', 20)"
"('einbauerndramaturgimhochgebirge', 20)"
"('einbilddesdeutscheninnungswesensimsechszehntenjarhundert', 20)"
"('einbriefunseresspecialartisten', 20)"
"('eindamenklub', 20)"
"('einepiker', 20)"
"('einerfinderumjedenpreis', 20)"
"('einferienabenteuerinamerika', 20)"
"('einferienheimindenalpen', 20)"
"('einfesttagdescolosseums', 20)"
"('eingedicht', 20)"
"('eingeschichtswerkvonkarlbiedermann', 20)"
"('einhausschatz', 20)"
"('einhundeasylinlondon', 20)"
"('einjahresberichtausparis', 20)"
"('einmarlittblatt', 20)"
"('einmesserschluckerausalterzeit', 20)"
"('einprachtwerkzurschmetterlingskunde', 20)"
"('einprophet', 20)"
"('einseebild', 20)"
"('einsommertag', 20)"
"('einstilllebeninderhavel', 20)"
"('eintriumphdeutscherkriegsindustrie', 20)"
"('einversuchsvogel', 20)"
"('einveteranausdergoethezeit', 20)"
"('einvorbildzurnachahmung', 20)"
"('einvorschlag', 20)"
"('einwahrzeichenkarlsbads', 20)"
"('einwerkderselbsthilfe', 20)"
"('einwochenmarktinstpetersburg', 20)"
"('einwunderausfeldkirch', 20)"
"('einwunderkind', 20)"
"('einzitadellemammons', 20)"
"('einamerikanischersonderling', 20)"
"('einauferstandeneswikingerschiff', 20)"
"('einbravesfrauenwort', 20)"
"('eindarbenderinhaberdeseisernenkreuzes', 20)"
"('eindeutscherconsulamcapdergutenhoffnung', 20)"
"('eindeutschernationalhort', 20)"
"('eindeutschershakespearemitillustrationen', 20)"
"('eindeutschesehrenfest', 20)"
"('eindeutschesgedichtdasfestliedzurgalileifeierinpisa', 20)"
"('eindeutschesheiligthumundseinuntergang', 20)"
"('einfestlichertag', 20)"
"('einfinstererwinkelimdeutschenreiche', 20)"
"('einfrischeskleeblatt', 20)"
"('eingestrickterunterrock', 20)"
"('einguterrath', 20)"
"('einhalbvergessengewesenesdenkmal', 20)"
"('einheiligerarbuesjunior', 20)"
"('einheiligerstein', 20)"
"('einheimlicherfeindderseidenraupen', 20)"
"('einjapanischeskunstwerk', 20)"
"('einkritischeraugenblick', 20)"
"('einmodernemanie', 20)"
"('einneuerfensterschmuck', 20)"
"('einneuergeschichtsschreiber', 20)"
"('einneueskonversationslexikon', 20)"
"('einneuesrichteralbum', 20)"
"('einnordischfestundnordischestudenten', 20)"
"('einnothgedrungenerprotest', 20)"
"('einreisendeshaus', 20)"
"('einschleswigscherbauer', 20)"
"('eintapfererdeutscherjagdundkriegsmann', 20)"
"('eintodtkrankdarniederliegendervater', 20)"
"('einverkanntesgenie', 20)"
"('einweiblicherwerther', 20)"
"('einwichtigerfortschrittimseidenbau', 20)"
"('einebiographietheodorstorms', 20)"
"('eineblume', 20)"
"('eineerinnerunganherder', 20)"
"('einekartentasche', 20)"
"('eineliebesbotschaft', 20)"
"('einesonnenmaschine', 20)"
"('eineweckuhrgegenkohlegasvergiftungimschlafe', 20)"
"('eineallgemeinedeutschelehrerwittwenundwaisencasse', 20)"
"('eineamerikanischestrandheldin', 20)"
"('eineaufundniedertauchendeinsel', 20)"
"('einebevorstehendewohnungsnoth', 20)"
"('einedeutschemalerherbergeimsabinergebirge', 20)"
"('eineedlefrau', 20)"
"('einefreiwilligedeutschefeuerwehrinsmyrna', 20)"
"('einegeputztechinesin', 20)"
"('einehochherzigestiftungzurpflegederwissenschaft', 20)"
"('eineindustrielleverleumdung', 20)"
"('eineinteressanteerfindungaufdemgebietedermodernengartenkunst', 20)"
"('einekirgisischesultanin', 20)"
"('einekostbareperle', 20)"
"('einenachahmungswerthethat', 20)"
"('eineneuemethodezuinseriren', 20)"
"('einesehrnothwendigebekanntschaft', 20)"
"('einesprachlicheunart', 20)"
"('einewahresceneausdemjetzigenpolnischenkriege', 20)"
"('einenneuenbeitragzurliterarischenfreibeuterei', 20)"
"('einervonderaltengarde', 20)"
"('eingeregnet', 20)"
"('elefantenbeimrettungswerk', 20)"
"('englischesabbathfeier', 20)"
"('erbeerenschifferl', 20)"
"('erinnerungenausalterzeit', 20)"
"('ernstvwildenbruchsfestgedicht', 20)"
"('erwachendesleben', 20)"
"('esgiebtnochgutemenschen', 20)"
"('eselsiesta', 20)"
"('etwasvonalpenvereinen', 20)"
"('etwasvondendeutschenhilfsvereineninderschweiz', 20)"
"('evangelischegeistlichejournalistikinwestfalen', 20)"
"('fahrendemusikantenimdorfwirthshaus', 20)"
"('familievonpoellnitz', 20)"
"('familiengenealogie', 20)"
"('farbigevenetianischestickerei', 20)"
"('fliederzweige', 20)"
"('fortschrittederlebensversicherungindeutschland', 20)"
"('frauobristhooker', 20)"
"('fridolinimvolkslied', 20)"
"('frischeerdbeereneinigetagezuerhalten', 20)"
"('frischenspeckzumspickenvorbereiten', 20)"
"('gebildetenmusikfreunden', 20)"
"('gefangenegermaninnen', 20)"
"('gefroreneschellfische', 20)"
"('gerechtigkeitinrom', 20)"
"('geschichtskarten', 20)"
"('einneueswerkvonallers', 20)"
"('gestricktegamaschen', 20)"
"('gesundheitundkleidung', 20)"
"('gewitterundblitzgefahr', 20)"
"('giftigekleidungsstoffederneuzeit', 20)"
"('glaciertesellerie', 20)"
"('goldenekettenzureinigen', 20)"
"('goldgewinnungderalten', 20)"
"('gutekirschenspeise', 20)"
"('hangenundbangeninschwebenderpein', 20)"
"('hauschronik', 20)"
"('heidelbergiana', 20)"
"('heimgekehrt', 20)"
"('heldenmuthdeutscherseeleute', 20)"
"('helferindernoth', 20)"
"('helleherrenkrawattenzureinigen', 20)"
"('herrnjktzmindresden', 20)"
"('herzober', 20)"
"('hexenreiteninderpriegnitz', 20)"
"('hochbahnen', 20)"
"('hochgewitterimwettersteingebirge', 20)"
"('hunnenvordemfeind', 20)"
"('hygienischemilchwirthschaften', 20)"
"('idealelebensbilder', 20)"
"('imdienstedeshalbmonds', 20)"
"('imdomzuberlin', 20)"
"('imklosterkreuzgang', 20)"
"('imlandedertuareg', 20)"
"('imreichedermitte', 20)"
"('imschwarzwald', 20)"
"('imzeichendersaurengurke', 20)"
"('imitationvonholzbrand', 20)"
"('inderkirche', 20)"
"('inderunsicherheitdeslebens', 20)"
"('indoppeltergefangenschaft', 20)"
"('internationalerwettlaufimcentralskatingrinkinberlin', 20)"
"('israelintunis', 20)"
"('italienischerrindsbraten', 20)"
"('josephwatter', 20)"
"('jungvolkwillalleinsein', 20)"
"('jungwernerbeimfreiherrn', 20)"
"('klino', 20)"
"('ksinr', 20)"
"('kaiserwilhelmdenkmalanderportawestfalica', 20)"
"('kaiserwilhelmiiaufdemexercierfelde', 20)"
"('kaiserwilhelmiiinkiel', 20)"
"('kaiserwilhelmiiundkaiserinaugustavictoria', 20)"
"('kammdecke', 20)"
"('kampfzwischenschwedenundtartaren', 20)"
"('katzealsentenmutter', 20)"
